802025753;66;;3;0
500069127;66;;3;0
743141270;66;;3;0
743185967;168;;3;0
604021670;53;;3;0
743185979;23;58;3;0
604150223;36;;3;0
743565979;161;;3;0
712678707;11;;3;0
712339421;11;;3;0
712678597;11;;3;0
743185862;53;;3;0
600192550;26;;3;0
743185385;66;;3;0
731679311;40;;3;0
743185886;58;;3;0
743140960;11;;3;0
731559353;66;;3;0
743185870;109;;3;0
743185584;27;;3;0
743185925;27;;3;0
743186333;58;109;3;0
743140974;11;;3;0
700256398;11;;3;0
201766694;66;100;3;0
500751919;36;;3;0
810539115;44;;3;0
743185874;40;;3;0
743186067;33;;3;0
743186127;13;;3;0
100106783;52;;3;0
100107161;13;;3;0
100068026;32;;3;0
743185952;40;;3;0
743185918;40;;3;0
606191738;13;;3;0
606100377;83;;3;0
608177696;35;;3;0
743185920;13;;3;0
501507555;13;;3;0
811542404;58;124;3;0
732642022;40;;3;0
16602813;40;;3;0
600230009;66;;3;0
501408688;13;;3;0
732539708;53;;3;0
743185953;53;;3;0
743186265;53;;3;0
743057463;58;;3;0
604321869;7;;3;0
743185950;13;;3;0
743185900;26;;3;0
743186061;13;;3;0
743186097;83;14;3;0
732563697;11;;3;0
14752163;50;;3;0
743019910;13;;3;0
732642085;13;58;3;0
608258509;13;83;3;0
100068035;13;;3;0
743186111;26;69;3;0
606205619;13;;3;0
731508984;13;69;3;0
606201420;13;;3;0
743105688;13;;3;0
732340306;14;83;3;0
600041407;53;;3;0
501387833;35;13;3;0
606090147;3;;3;0
732192145;59;;3;0
500262918;17;;3;0
812084551;50;;3;0
731020202;106;;1;0
606558989;106;;1;0
732579116;106;;1;0
732578930;106;;1;0
811375114;4;;3;0
732448639;106;;1;0
732448688;106;;1;0
743141209;106;;1;0
802037260;136;;2;1
731452679;136;;2;1
501217962;106;;1;0
811381926;136;;2;1
606380724;136;;2;1
711025363;106;;1;0
732645334;106;;1;0
500048691;136;;3;0
732645184;106;;1;0
743104287;106;;1;0
731559255;139;;3;0
743019646;83;;3;0
732137576;60;;3;0
501631093;51;;3;0
732033195;53;;3;0
602218702;42;;3;0
501080512;16;83;3;0
743105653;13;;3;0
743057283;13;;3;0
732192345;66;;3;0
732192089;16;83;3;0
743105720;58;13;3;0
712252412;109;;3;0
743141300;58;;3;0
500561547;14;;3;1
600112272;67;;3;0
743141181;58;;3;0
810673865;69;;3;0
732137799;58;;3;0
731701634;83;;3;0
732234302;125;;3;0
400009792;13;;3;0
500770405;13;;3;0
602842530;69;13;3;0
732301158;69;167;3;0
602824117;16;83;3;0
606594777;13;;3;0
743186025;83;;3;0
604884959;118;;3;1
608298259;13;;3;0
